author,affiliation,city,country,count
Ganesh Ramesh,University of British Columbia,Vancouver,Canada,3
Gang Gou,"North Carolina State University, Raleigh, NC",Raleigh,United States,5
Gang Gou,"North Carolina State University, Raleigh, NC, USA",Raleigh,United States,2
Gang Luo,"IBM T.J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,3
Gang Luo,University of Wisconsin-Madison,Madison,United States,8
Gang Zhang,"The University of Texas at Dallas, Richardson, TX",Richardson,United States,3
Gao Cong,University of Edinburgh,Edinburgh,United Kingdom,4
Garret Swart,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,4
Garrett Cole,"University of Washington, Seattle, WA, USA",Seattle,United States,14
Gary Valentin,"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu",Pittsburgh,United States,4
Gaurav Vijayvargiya,UC Santa Cruz,Santa Cruz,United States,3
Gautam Das,Microsoft Research,Mountain View,United States,9
Gautam Das,"Microsoft Research, One Microsoft Way, Redmond, WA",Redmond,United States,3
Gautam Das,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,2
Gautam Das,U. of Texas at Arlington,Arlington,United States,4
Gautam Das,"University of Texas at Arlington, Arlington, TX",Arlington,United States,3
Gautam Das,"University of Texas at Arlington, Arlington, TX, USA",Arlington,United States,36
Gavin M. Bierman,"Signal Processing Laboratory, Department of Engineering, University of Cambridge, Cambridge, UK",Cambridge,United Kingdom,4
Gene Fuh,"IBM Silicon Valley Lab, San Jose, CA",San Jose,United States,7
George Eadon,"Lockheed Sanders, Nashua, NH",Nashua,United States,6
George H. L. Fletcher,"Department of Computer Science, Indiana University, Bloomington, IN 47405",Bloomington,United States,2
George Kollios,Boston University,Boston,United States,4
George Kollios,"Boston University, Boston, MA",Boston,United States,4
George Kollios,"Boston University, Boston, MA, USA",Boston,United States,5
George Konstantinidis,"USC Information Sciences Institute, Marina del Rey, CA, USA",Marina del Rey,United States,2
George Lapis,"IBM Silicon Valley Lab, San Jose CA",San Jose,United States,14
George T. Heineman,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,3
Georgia Koutrika,"IBM Almaden Research Center, San Jose, CA, USA",San Jose,United States,4
Georgia Koutrika,"Stanford University, Stanford, CA, USA",Stanford,United States,11
Georgia Koutrika,"Stanford University, Stanford, California, USA",Stanford,United States,3
Georgiana Ifrim,"Max-Planck Institute for Informatics, Saarbruecken, Germany",Saarbrücken,Germany,6
Gerd Heber,"Cornell Theory Center, Ithaca, NY",Ithaca,United States,6
Gerhard Weikum,"DFKI, Stuhlsatzenhausweg 3, 66123 Saarbrücken, Germany",Saarbrücken,Germany,16
Gerhard Weikum,"Max-Planck Institute Informatics, Saarbruecken, Germany",Saarbrücken,Germany,4
Gerhard Weikum,"Max-Planck Institute for Informatics, Saarbruecken, Germany",Saarbrücken,Germany,7
Gerhard Weikum,"Max-Planck Institute for Informatics, Saarbrücken, Germany",Saarbrücken,Germany,2
Gerhard Weikum,"Max-Planck-Institut fü Informatik, Saarbrücken, Germany",Saarbrücken,Germany,3
Gerhard Weikum,University of the Saarland,Saarbrücken,Germany,3
Gerhard Weikum,"University of the Saarland, D-66041 Saarbrücken, Germany",Saarbrücken,Germany,2
German Shegalov,"Max Planck Institute, Saarbruecken, Germany",Saarbrücken,Germany,6
Gerome Miklau,"University of Massachusetts Amherst, Amherst, MA, USA",Amherst,United States,5
Gerome Miklau,"University of Massachusetts, Amherst, MA",Amherst,United States,3
Gerome Miklau,University of Washington,Seattle,United States,2
Gianluigi Greco,"Università della Calabria, Rende, Italy",Rende,Italy,16
Giansalvatore Mecca,"Università della Basilicata, Potenza, Italy",Potenza,Italy,5
Giansalvatore Mecca,"Università della Basilicata, c.da Macchia Romana, 85100 Potenza, Italy",Potenza,Italy,3
Giansalvatore Mecca,"Universitàà della Basilicata, Potenza, Italy",Potenza,Italy,3
Gianvito Summa,"Università della Basilicata, Potenza, Italy",Potenza,Italy,5
Gideon Schaller,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,19
Giorgio Ghelli,"CNR, Istituto CNUCE, Via S. Maria 36, 56126 Pisa, Italy",Pisa,Italy,4
Giorgio Gianforme,"Università Roma Tre, Roma, Italy",Rome,Italy,3
Giorgio Terracina,"Università della Calabria, Rende, Italy",Rende,Italy,16
Giovambattista Ianni,"Università della Calabria, Rende, Italy",Rende,Italy,16
Giri Nair,"Microsoft Corp., Redmond, WA, USA",Redmond,United States,5
Giuseppe Santucci,"Dipartimento di Informatica e Sistemistica, Università di Roma ""La Sapienza"", Via Salaria, 113, Roma, Italy",Rome,Italy,2
Gjergji Kasneci,"Max-Planck Institute for Informatics, Saarbruecken, Germany",Saarbrücken,Germany,6
Gjergji Kasneci,"Microsoft Research, Cambridge, UK",Cambridge,United Kingdom,6
Goce Trajcevski,"Northwestern University, Evanston, IL",Evanston,United States,3
Goetz Graefe,"Hewlett Packard Laboratories, Palo Alto, CA, USA",Palo Alto,United States,5
Goetz Graefe,Microsoft,Grays,United Kingdom,2
Gopal Kakivaya,"Microsoft Corp., Redmond, WA, USA",Redmond,United States,3
Govind Kabra,"Univ. of Illinois, Urbana-Champaign",Champaign,United States,3
Graham Cormode,"AT&T Labs, Florham Park, NJ, USA",Florham Park,United States,8
Graham Cormode,"AT&T Labs-Research, Florham Park, NJ",Florham Park,United States,4
Graham Cormode,Bell Laboratories,Holmdel,United States,4
Graham Cormode,Bell Labs,Berkeley Heights,United States,3
Graham Cormode,Rutgers University,Newark,United States,10
Graham Wood,"Oracle, Redwood Shores",Redwood City,United States,11
Grant E. Weddell,"University of Waterloo, Waterloo, ON, Canada",Waterloo,Canada,3
Greg Chiou,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,13
Greg Fu,"Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Clear Water Bay,Hong Kong,4
Greg Pape,University of Illinois at Urbana-Champaign,Champaign,United States,6
Gregory C. Sharp,Harvard Medical School,Boston,United States,6
Gregory Dorman,"University of Calgary, Department of Computer Science, 513, 2500 University Drive N.W., 5600 MB, Calgary, Alberta, Canada",Calgary,Canada,8
Gregory Karvounarakis,"University of Pennsylvania, Philadelphia, PA",Philadelphia,United States,6
Gregory Sadowski,"Cornell University, Ithaca, NY, USA",Ithaca,United States,9
Guido Moerkotte,"University of Mannheim, Mannheim, Germany",Mannheim,Germany,4
Guido Moerkotte,"Universität Mannheim, Mannheim, Germany",Mannheim,Germany,3
Guodong Liu,"University of North Carolina at Chapel Hill, Chapel Hill, NC",Chapel Hill,United States,4
Guozhang Wang,"Cornell University, Ithaca, NY, USA",Ithaca,United States,3
Guozhu Dong,"Department of Computer Science, Wright State University, Dayton, OH",Dayton,United States,4
Guozhu Dong,Wright State University,Dayton,United States,5
Guy M. Lohman,"IBM Almaden Research Center, San Jose CA",San Jose,United States,14
Guy M. Lohman,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,2
Guy M. Lohman,"IBM, San Jose, CA, USA",San Jose,United States,2
Guy M. Lohman,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,19
H. V. Jagadish,University of Michigan,Ann Arbor,United States,25
H. V. Jagadish,"University of Michigan, Ann Arbor, MI",Ann Arbor,United States,23
H. V. Jagadish,"University of Michigan, Ann Arbor, MI 48109, United States",Ann Arbor,United States,9
H. V. Jagadish,"University of Michigan, Ann Arbor, MI, USA",Ann Arbor,United States,7
H. V. Jagadish,"University of Michigan: Ann Arbor, Ann Arbor, MI",Ann Arbor,United States,2
Hai He,"Webscalers, LLC, Lafayette, LA",Lafayette,United States,9
Haibo Hu,"Hong Kong University of Science and Technology, China",Clear Water Bay,Hong Kong,3
Haifeng Jiang,"Hong Kong University of Science and Technology, China",Clear Water Bay,Hong Kong,3
Haifeng Jiang,"The Hong Kong University of Science and Technology, Hong Kong, China",Clear Water Bay,Hong Kong,4
Haimin Lee,"Department of Informatics, University of California, Irvine, Irvine CA 92697, USA",Irvine,United States,12
Haiquan Chen,"Auburn University, Auburn, AL, USA",Auburn,United States,8
Hairong Kuang,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,12
Haixun Wang,IBM T. J. Watson Research Center,Ossining,United States,4
Haixun Wang,"IBM T. J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,8
Haixun Wang,"IBM T.J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,5
Haixun Wang,"IBM T.J. Watson Research, Hawthorne, NY",Hawthorne,United States,4
Haixun Wang,"IBM T.J. Watson Research, Hawthorne, NY, USA",Hawthorne,United States,4
Haixun Wang,"IBM Thomas J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,4
Hakan Hacigümüs,"University of California, Irvine, CA",Irvine,United States,4
Hamid Pirahesh,"IBM Almaden Research Center, San Jose CA",San Jose,United States,14
Hamid Pirahesh,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,31
Hamid Pirahesh,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,19
Hanan Samet,"Univ. of Maryland, College Park, MD",College Park,United States,3
Hanhua Feng,"IBM TJ Watson Research Center, Hawthorne, NY, USA",Hawthorne,United States,8
Hans-Arno Jacobsen,"Department of Mathematics and Statistics, York University, Toronto, Ont., Canada M3J 1P3",Toronto,Canada,8
Hans-Arno Jacobsen,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,4
Hans-Peter Kriegel,"Department of Statistics, University of Munich, Ludwigstraíe 33, D-80539 München, Germany",Munich,Germany,4
Hans-Peter Kriegel,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 Munich, Germany",Munich,Germany,4
Hans-Peter Kriegel,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 München, Germany",Munich,Germany,4
Hans-Peter Kriegel,"Ludwig-Maximilians-University, Munich, Germany",Munich,Germany,3
Hans-Peter Kriegel,"Ludwig-Maximilians-Universität München, München, Germany",Munich,Germany,4
Hans-Peter Kriegel,"Ludwig-Maximillians-Universität München, München, Germany",Munich,Germany,5
Hans-Peter Kriegel,"University of Munich, Munich, Germany",Munich,Germany,5
Hansjörg Zeller,"Technische Universität Braunschweig, Braunschweig, Germany",Brunswick,Germany,1
Hao Cheng,"University of Central Florida, Orlando, FL",Orlando,United States,4
Hao He,Duke University,Durham,United States,4
Hao He,"Duke University, Durham, NC",Durham,United States,4
Hao Yang,"IBM T. J. Watson Research Center, Hawthorne, NY, USA",Hawthorne,United States,4
Haowen Chan,"Carnegie Mellon University, Pittsburgh, PA, USA",Pittsburgh,United States,3
Hardik Bati,"Microsoft Corp., Redmond, WA, USA",Redmond,United States,4
Hari Balakrishnan,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,14
Hari Balakrishnan,"MIT, Cambridge, MA, USA",Cambridge,United States,4
Hari Balakrishnan,Massachusetts Institute of Technology,Cambridge,United States,3
Harumi A. Kuno,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,7
Hasan M. Jamil,"Department of Computing Science, Mississippi State University",Mississippi State University,United States,6
Hasso Plattner,"Chair for Computer Engineering, University of Potsdam, August-Bebel-Street 89, 14482 Potsdam, Germany",Potsdam,Germany,1
Hatem A. Mahmoud,"University of Waterloo, Waterloo, ON, Canada",Waterloo,Canada,2
Hazem Elmeleegy,"AT&T Labs - Research, Florham Park, NJ, USA",Florham Park,United States,8
Hazem Elmeleegy,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,4
Heasoo Hwang,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,4
Heasoo Hwang,"UC San Diego, La Jolla, CA",La Jolla,United States,3
Hector Garcia-Molina,"Stanford University, Palo Alto, CA",Stanford,United States,2
Hector Garcia-Molina,"Stanford University, Stanford, CA",Stanford,United States,4
Hector Garcia-Molina,"Stanford University, Stanford, CA, USA",Stanford,United States,15
Hector Garcia-Molina,"Stanford University, Stanford, California, USA",Stanford,United States,3
Hector Gonzalez,"Google Inc., Mountain View, CA, USA",Mountain View,United States,8
Heiko Müller,"University of Edinburgh, Edinburgh, United Kngdm",Edinburgh,United Kingdom,3
Hejun Wu,"HKUST, Hong Kong, China",Tseung Kwan O,Hong Kong,2
Helen M. Thomas,"Carnegie Mellon University, Pittsburgh, PA",Pittsburgh,United States,6
Helen M. Thomas,"Chutney Technologies, Inc., Atlanta, GA",Atlanta,United States,5
Henrique Andrade,"IBM T. J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,7
Henrique Andrade,"IBM Thomas J. Watson Research Center, Hawthorne, NY, USA",Hawthorne,United States,5
Henrique Paques,"School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",Atlanta,United States,4
Henry F. Korth,Bell Laboratories,Holmdel,United States,4
Henry F. Korth,Lehigh University,Bethlehem,United States,7
Henry F. Korth,"Lucent Bell Laboratories, Murray Hill, NJ",New Providence,United States,4
Henry Liou,"Stanford University, Stanford, USA",Stanford,United States,6
Henry M. Levy,"University of Washington, Seattle, WA",Seattle,United States,4
Herodotos Herodotou,"Duke University, Durham, NC, USA",Durham,United States,3
Hetal Thakkar,UCLA,Los Angeles,United States,4
Hicham G. Elmongui,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,3
Himanshu Gupta,"IBM India Research Lab, New Delhi, India",New Delhi,India,4
Hoa Nguyen,"University of Utah, Salt Lake City, UT, USA",Salt Lake City,United States,5
Holger Kache,"IBM Silicon Valley Lab, San Jose, CA",San Jose,United States,5
Hong Cheng,"University of Illinois at Urbana-Champaign, Urbana, IL, USA",Champaign,United States,4
Hong Cheng,"University of Illinois at Urbana-Champaign, Urbana, USA",Champaign,United States,7
Hong Hai Do,"University of Leipzig, Leipzig, Germany",Leipzig,Germany,4
Hong Su,"Oracle, Redwood Shores, CA, USA",Redwood City,United States,7
Hong Su,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,7
Hongfei Guo,"Univ. of Wisconsin, Madison",Madison,United States,5
Hongfei Guo,University of Wisconsin,Green Bay,United States,8
Honggang Zhang,"University of Massachusetts, Department of Electrical and Computer Engineering, Amherst, MA 01003, USA",Amherst,United States,13
Hongjun Lu,"Hong Kong University of Science and Technology, China",Clear Water Bay,Hong Kong,9
Hongjun Lu,"The Hong Kong University of Science and Technology, Hong Kong, China",Clear Water Bay,Hong Kong,4
Hongkun Zhao,"Webscalers, LLC, Lafayette, LA",Lafayette,United States,9
Hongkun Zhao,"Webscalers, LLC, Lafayette, LA and SUNY at Binghamton, Binghamton, NY",Binghamton,United States,7
Hongrae Lee,"University of British Columbia, Vancouver, BC, Canada",Vancouver,Canada,3
Honguk Woo,"University of Texas-Austin, Austin, TX",Austin,United States,15
Hongyi Hu,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,10
Hooyeon Lee,"Cornell University, Ithaca, NY, USA",Ithaca,United States,9
Hoshi Mistry,IIT-Bombay,Mumbai,India,4
Houman Alborzi,"Univ. of Maryland, College Park, MD",College Park,United States,3
Howard Ho,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,15
Howard Ho,"IBM Research - Almaden, San Jose, USA",San Jose,United States,13
Howard Ho,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,5
Huahai He,"University of California, Santa Barbara, Santa Barbara, CA, USA",Santa Barbara,United States,2
Huahai Yang,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,15
Huahai Yang,"University at Albany, SUNY, Albany, NY",Albany,United States,3
